API/UWI,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Well/Lease Name,Well Number,Entity Type,County/Parish,DI Basin,DI Play,DI Subplay,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,AAPG Geologic Province,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID,Other No.,Operator Alias ID (Legacy)
43013334280000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,8-29-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-74391,,6010.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,29,09S,16E,,,,,P-540,40.0038229,-110.1368071,,,,130630404,0,100036953
43013312550000,"ROSELAND OIL AND GAS, INC.",ROSELAND OIL & GAS INC,ROSELAND OIL & GAS INC,,FEDERAL,12-5,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-30096,,,,,MONUMENT BUTTE,UT,,UINTA,USA,05,09S,16E,,,,,P-540,40.0613518,-110.1515074,,,,130630386,0,165692
43047541880000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,D-1-9-17,COM,UINTAH (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-82205,,6344.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,36,08S,17E,,,,,P-540,40.0688717,-109.9581033,,,,130630354,0,100036953
43013324520000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,WEST POINT FED,1-31-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-74389,,,,,MONUMENT BUTTE,UT,,UINTA,USA,31,08S,16E,,,,,P-540,40.0804514,-110.1559075,,,,130630337,0,100036953
43013328240000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,ASHLEY FED,15-22-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-027345,,,,,MONUMENT BUTTE,UT,,UINTA,USA,22,09S,15E,,,,,P-540,40.0109104,-110.2166084,,,,130630316,0,100036953
43013314330000,EQUITABLE RESOURCES,EQUITABLE RESOURCES ENERGY,EQUITABLE RESOURCES ENERGY,,BALCRON MON FED,42-18,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-72106,,,,,MONUMENT BUTTE,UT,,UINTA,USA,18,09S,17E,,,,,P-540,40.0330439,-110.0434055,,,,130630273,0,165722
43013526750000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,126-5-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-034217A,,6222.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,05,09S,16E,,,,,P-540,40.0573809,-110.1418072,,,,130630257,0,100036953
43013538530000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU 13-34,9-16-4-9-4H,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,APPLICATION FOR PERMIT TO DRILL,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU47171,,13680.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,34,08S,16E,,,,,P-540,40.0688098,-110.1132767,,,,130630231,0,100036953
43013531000000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,P-22-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-13905,,5729.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,21,09S,17E,,,,,P-540,40.0143524,-110.0048049,,,,130630212,0,100036953
43013528660000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,L-22-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-64379,,6018.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,22,09S,16E,,,,,P-540,40.0180028,-110.1033065,,,,130630193,0,100036953
43047324560000,EQUITABLE RESOURCES,EQUITABLE RESOURCES ENERGY,EQUITABLE RESOURCES ENERGY,,BALCRON MON FED,41-26,COM,UINTAH (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-67845,,,,,MONUMENT BUTTE,UT,,UINTA,USA,26,08S,17E,,,,,P-540,40.0931513,-109.9670036,,,,130630160,0,165722
43013530460000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,B-28-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-13905,,5682.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,21,09S,17E,,,,,P-540,40.0109534,-110.0095050,,,,130630112,0,100036953
43013315920000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MON FED,32-10-9-17Y,COM,DUCHESNE (UT),UINTA,UINTA,,,DRY,PA,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-26,1,,,,,U-65210,1996-04-18,5650.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,10,09S,17E,,,,,P-540,40.0474029,-109.9911044,,,,130630081,0,100036953
43013512550000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,2-16-9-16H,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-16532,,10606.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,16,09S,16E,,,,,P-540,40.0365914,-110.1240069,,,,130630052,0,100036953
43013531040000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,L-23-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-15855,,5983.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,23,09S,16E,,,,,P-540,40.0148020,-110.0804061,,,,130630037,0,100036953
43047525470000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,V-26-8-17,COM,UINTAH (UT),UINTA,UINTA,,,OIL,APPLICATION FOR PERMIT TO DRILL,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-40026,,6582.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,35,08S,17E,,,,,P-540,40.0799524,-109.9718037,,,,130629982,0,100036953
43013308110000,NEWFIELD EXPLORATION COMPANY,LOMAX EXPLORATION COMPANY,LOMAX EXPLORATION COMPANY,,MONUMENT FED,9-34,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-16535,,,,,MONUMENT BUTTE,UT,,UINTA,USA,34,08S,16E,,,,,P-540,40.0722119,-110.0991065,,,,130629979,0,164964
43013200810100,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,BLACKJACK,4-1R-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,,DRY,PA,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-18,1,,,,,UTU-75038,2006-07-10,204.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,04,09S,17E,,,,,P-540,40.0655714,-110.0201050,,,,130629954,0,100036953
43013528070000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,2-4-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-75038,,6422.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,04,09S,17E,,,,,P-540,40.0652735,-110.0058048,,,,130629939,0,100036953
43013306870000,NEWFIELD EXPLORATION COMPANY,LOMAX EXPLORATION COMPANY,LOMAX EXPLORATION COMPANY,,STATE,15-32,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-22060,,,,,MONUMENT BUTTE,UT,,UINTA,USA,32,08S,17E,,,,,P-540,40.0692903,-110.0302052,,,,130629921,0,164964
43013522760000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,C-27-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,APPLICATION FOR PERMIT TO DRILL,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-66185,,6037.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,27,09S,15E,,,,,P-540,40.0069015,-110.2210085,,,,130629834,0,100036953
43047326680000,EQUITABLE RESOURCES,EQUITABLE RESOURCES ENERGY,EQUITABLE RESOURCES ENERGY,,BALCRON MON FED,43-26,COM,UINTAH (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-67845,,,,,MONUMENT BUTTE,UT,,UINTA,USA,26,08S,17E,,,,,P-540,40.0866514,-109.9664035,,,,130629821,0,165722
43013522610000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,B-26-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-19222,,6017.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,23,09S,15E,,,,,P-540,40.0106935,-110.1927080,,,,130629787,0,100036953
43013529500000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,X-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-66185,,6215.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0215424,-110.1880080,,,,130629786,0,100036953
43013528560000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,K-23-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-02458,,6167.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0182534,-110.1882080,,,,130629775,0,100036953
43013525230000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,Q-27-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,APPLICATION FOR PERMIT TO DRILL,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-74827,,5927.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,27,09S,15E,,,,,P-540,40.0011906,-110.2254085,,,,130629765,0,100036953
43013525720000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,C-34-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,APPLICATION FOR PERMIT TO DRILL,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-76241,,6545.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,27,08S,17E,,,,,P-540,40.0831343,-109.9901043,,,,130629749,0,100036953
43013529080000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,12-28-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-76241,,6517.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,28,08S,17E,,,,,P-540,40.0908360,-110.0190950,,,,130629743,0,100036953
43013500830000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,5-22-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-76561,,6660.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,22,08S,16E,,,,,P-540,40.1050292,-110.1133067,,,,130629702,0,100036953
43013525850000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,N-22-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-64379,,5993.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,22,09S,16E,,,,,P-540,40.0171328,-110.1082066,,,,130629651,0,100036953
43013341700000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,13-19-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-73089,,6575.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,19,08S,16E,,,,,P-540,40.0973120,-110.1689078,,,,130629581,0,100036953
43013508360000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,H-32-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-21836,,6599.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,32,08S,16E,,,,,P-540,40.0758815,-110.1463073,,,,130629578,0,100036953
43013341680000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,15-19-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-73089,,6580.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,19,08S,16E,,,,,P-540,40.0983920,-110.1604076,,,,130629538,0,100036953
43013530160000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,S-17-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-52018,,6396.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,17,09S,16E,,,,,P-540,40.0274325,-110.1414072,,,,130629537,0,100036953
43013314940000,"GASCO, INC.","GASCO, INC.",GASCO PRODUCTION COMPANY,,UTD FEDERAL,23-8,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU73425,,,,,MONUMENT BUTTE,UT,,UINTA,USA,23,09S,16E,,,,,P-540,40.0182129,-110.0803061,,,,130629536,0,100032833
43013333720000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,11-27-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-74392,,5770.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,27,09S,16E,,,,,P-540,40.0000321,-110.1089066,,,,130629452,0,100036953
43013524850000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,G-27-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-66185,,5966.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,27,09S,15E,,,,,P-540,40.0078135,-110.2241385,,,,130629448,0,100036953
43047401610000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,STATE,16-2T-9-17,COM,UINTAH (UT),UINTA,UINTA,,,GAS,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-45555,,16092.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,17E,,,,,P-540,40.0543719,-109.9664036,,,,130629435,0,100036953
43013527980000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,T-29-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-76241,,6511.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,28,08S,17E,,,,,P-540,40.0834121,-110.0198050,,,,130629416,0,100036953
43013516890000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,N-9-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-79831,,6224.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,09,09S,16E,,,,,P-540,40.0436022,-110.1274070,,,,130629390,0,100036953
43013342250000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,STATE,11-36-8-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-21835,,6300.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,36,08S,15E,,,,,P-540,40.0726124,-110.1836080,,,,130629381,0,100036953
43013527800000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,125-36-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-22061,,6178.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,36,08S,16E,,,,,P-540,40.0689011,-110.0620058,,,,130629380,0,100036953
43013519630000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,O-22-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-66191,,6593.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,22,08S,17E,,,,,P-540,40.1047939,-110.0004046,,,,130629379,0,100036953
43013523750000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,A-10-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-74826,,6223.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,02,09S,15E,,,,,P-540,40.0559916,-110.2072084,,,,130629378,0,100036953
43013306940000,NATURAL GAS CORP OF CA,NATURAL GAS CORP OF CA,NATURAL GAS CORP OF CA,,NGC FED,21-8-H,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-10760,,,,,MONUMENT BUTTE,UT,,UINTA,USA,08,09S,17E,,,,,P-540,40.0509236,-110.0329053,,,,130629377,0,164988
43013500890000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,FEDERAL,9-20-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-77339,,6625.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,20,08S,16E,,,,,P-540,40.1011001,-110.1366072,,,,130629337,0,100036953
43013528570000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,N-24-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,UTU-02458,,6148.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0182734,-110.1882080,,,,130629317,0,100036953
43013527510000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,112-32-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,ML-22060,,6206.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,32,08S,17E,,,,,P-540,40.0801011,-110.0387054,,,,130629297,0,100036953
43013320550000,INLAND PRODUCTION COMPANY,INLAND PRODUCTION COMPANY,INLAND PRODUCTION COMPANY,,JONAH UNIT,4-12-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,,OIL,CANCELLED,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,U-096550,,,,,MONUMENT BUTTE,UT,,UINTA,USA,12,09S,16E,,,,,P-540,40.0507324,-110.0755060,,,,130629254,0,165369
