API/UWI,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Well/Lease Name,Well Number,Entity Type,County/Parish,DI Basin,DI Play,DI Subplay,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,AAPG Geologic Province,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID,Other No.,Operator Alias ID (Legacy)
43013524700000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,C-24-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-06-01,2015-12-01,6913.0000,11377.0000,12529.0000,41889.0000,75.0000,0.0000,,,155,0.0000,247,7795.0000,3391.0000,8360.0000,11776.0000,10005,5857,10981.0000,66.0000,25004,,,,,,,,,,,70.0000,24.0000,446290.0000,74.0000,24,3.0000,823,8443,3889,14605,,,,340.00,1030.6750,610.00,970.2380,2911.9000,8000.0000,749.0000,1,2181.0000,2,2306.0000,2,14.0000,2,,,,32.740000,2014-07-01,1,1,19,,,UTU-68548,2014-05-19,6174.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0251243,-110.1790778,2934.0000,3024.0000,27284.0000,128802488,0,100036953
43013516080000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,S-18-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-06-01,2015-07-01,4269.0000,4344.0000,5056.0000,34215.0000,30.0000,0.0000,,,237,64.0000,565,3412.0000,3004.0000,3913.0000,23057.0000,4314,4263,5025.0000,30.0000,33483,,,,,,,,,,,37.0000,31.0000,250613.0000,42.0000,30,6.0000,732,1374,1011,2145,,,,830.00,1096.9700,980.00,911.6020,1200.6000,5000.0000,947.0000,2,1137.0000,2,1295.0000,2,8.0000,2,,,,32.740000,2014-06-16,1,1,10,,,UTU-64379,2014-04-28,6178.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,18,09S,16E,,,,,P-540,40.0291333,-110.1602075,2970.0000,3258.0000,32070.0000,128802485,0,100036953
43013524420000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,117-6-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-05-01,2020-04-01,35405.0000,24194.0000,30095.0000,13121.0000,181.0000,0.0000,6,6,2109,846.0000,1650,7527.0000,3298.0000,8077.0000,2944.0000,10113,9482,11693.0000,70.0000,5089,13369.0000,20409.0000,16771.0000,101.0000,8261.0000,22045.0000,33242.0000,27585.0000,11949.0000,166.0000,63.0000,27.0000,404167.0000,67.0000,123,111.0000,54,2433,2321,1242,,,,430.00,1006.5150,1460.00,993.5280,2331.3000,1108.1000,1872.0000,11,2109.0000,1,2250.0000,1,14.0000,1,,,,32.740000,2014-05-09,1,1,72,,,UTU-020252A,2014-03-27,6226.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,06,09S,17E,,,,,P-540,40.0620614,-110.0438455,2149.0000,2163.0000,1172.0000,128802479,0,100036953
43013524440000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,109-6-9-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-05-01,2020-04-01,11367.0000,17728.0000,19623.0000,37865.0000,118.0000,0.0000,2,4,1450,174.0000,1079,4876.0000,1714.0000,5162.0000,3927.0000,7192,3334,7748.0000,46.0000,5477,10138.0000,5933.0000,11127.0000,67.0000,9405.0000,16254.0000,10569.0000,18016.0000,20312.0000,108.0000,38.0000,13.0000,242207.0000,40.0000,94,90.0000,870,1775,1565,3686,,,,340.00,541.3840,640.00,1847.1180,2946.8000,1044.4000,376.0000,2,1450.0000,1,1479.0000,1,9.0000,1,,,,32.740000,2014-05-14,1,1,72,,,UTU-020252A,2014-04-11,6200.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,06,09S,17E,,,,,P-540,40.0648813,-110.0427954,1474.0000,798.0000,17553.0000,128802478,0,100036953
43013515710000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,I-18-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-06-01,2020-04-01,11184.0000,14912.0000,16776.0000,68250.0000,101.0000,0.0000,2,5,217,20.0000,1349,4453.0000,1049.0000,4628.0000,16075.0000,6132,3756,6758.0000,41.0000,22310,7117.0000,6135.0000,8139.0000,49.0000,31298.0000,13203.0000,10646.0000,14977.0000,63479.0000,90.0000,54.0000,10.0000,335355.0000,56.0000,17,28.0000,105,1952,802,8064,,,,180.00,323.0520,750.00,3095.4770,5532.9000,607.1000,594.0000,7,1682.0000,2,1733.0000,2,10.0000,2,,,,32.740000,2014-06-23,1,1,67,,,UTU-74390,2014-05-09,6255.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,18,09S,16E,,,,,P-540,40.0328223,-110.1602075,1848.0000,597.0000,5260.0000,128802477,0,100036953
43013522740000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,A-26-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-06-01,2017-05-01,21490.0000,18484.0000,22066.0000,138732.0000,132.0000,0.0000,,,68,9.0000,1641,2978.0000,1023.0000,3149.0000,18413.0000,7108,2665,7552.0000,45.0000,43611,14499.0000,11782.0000,16463.0000,99.0000,100883.0000,,,,,,15.0000,7.0000,93806.0000,16.0000,206,307.0000,1176,7391,9117,57272,,,,450.00,2436.1360,1160.00,410.4860,2232.7000,671.0000,1890.0000,25,863.0000,10,947.0000,25,6.0000,25,,,,32.740000,2014-06-13,1,1,36,,,UTU-02458,2014-05-13,6154.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0110026,-110.1884079,3985.0000,9708.0000,37849.0000,128802471,0,100036953
43013524190000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,L-24-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-05-01,2020-04-01,29872.0000,25510.0000,30489.0000,75094.0000,183.0000,0.0000,3,4,1879,285.0000,1837,7737.0000,6834.0000,8876.0000,9366.0000,11681,13080,13861.0000,83.0000,12495,15335.0000,21358.0000,18895.0000,113.0000,25883.0000,24012.0000,28687.0000,28793.0000,66057.0000,173.0000,60.0000,49.0000,407233.0000,68.0000,72,77.0000,501,2094,891,12467,,,,820.00,791.0550,1170.00,1264.1350,1217.5000,935.1000,1638.0000,4,1879.0000,1,2036.0000,2,12.0000,2,,,,32.740000,2014-05-12,1,1,72,,,UTU-02458,2014-04-08,6142.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,24,09S,15E,,,,,P-540,40.0178915,-110.1791878,1498.0000,1185.0000,9037.0000,128802466,0,100036953
43013524250000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,126-32-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,29891.0000,16114.0000,21096.0000,3294.0000,127.0000,0.0000,1,3,1264,1356.0000,820,3900.0000,8377.0000,5296.0000,1021.0000,5879,15556,8472.0000,51.0000,1190,9260.0000,24072.0000,13272.0000,80.0000,1398.0000,14679.0000,29528.0000,19600.0000,2634.0000,118.0000,28.0000,55.0000,222367.0000,37.0000,0,40.0000,34,1481,0,511,,,,1960.00,308.1490,1850.00,3245.1790,510.0000,0.0000,1643.0000,2,1264.0000,1,1490.0000,1,9.0000,1,,,,32.740000,2014-03-07,1,1,74,,,ML-22060,2014-01-22,6255.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,32,08S,17E,,,,,P-540,40.0694513,-110.0285952,1178.0000,363.0000,582.0000,128736733,0,100036953
43013524450000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,110-34-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,20186.0000,26675.0000,30039.0000,30745.0000,180.0000,0.0000,5,10,450,0.0000,827,6865.0000,1230.0000,7070.0000,3841.0000,9879,4544,10636.0000,64.0000,5507,14196.0000,10220.0000,15899.0000,95.0000,8470.0000,22750.0000,18028.0000,25755.0000,24527.0000,155.0000,76.0000,4.0000,460467.0000,77.0000,217,212.0000,341,2261,1069,4987,,,,50.00,562.1110,760.00,1779.0080,20763.6000,1023.6000,721.0000,7,2284.0000,2,2302.0000,2,14.0000,2,,,,32.740000,2014-03-24,1,1,74,,,UTU-16535,2014-02-14,6529.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,34,08S,16E,,,,,P-540,40.0796507,-110.1037566,3373.0000,1896.0000,5283.0000,128736730,0,100036953
43013523630000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,R-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-03-01,2018-12-01,5758.0000,8756.0000,9716.0000,58530.0000,58.0000,0.0000,,,780,162.0000,3334,4682.0000,2401.0000,5082.0000,12376.0000,6410,4757,7203.0000,43.0000,14884,6499.0000,5181.0000,7362.0000,44.0000,16658.0000,,,,,,47.0000,11.0000,292767.0000,49.0000,12,3.0000,388,1258,357,21931,,,,240.00,221.2120,660.00,4520.5480,4203.0000,4000.0000,633.0000,4,1408.0000,2,1464.0000,2,9.0000,2,,,,32.740000,2014-03-11,1,1,43,,,UTU-66184,2014-01-28,6160.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0285112,-110.1832779,990.0000,219.0000,19538.0000,128736728,0,100036953
43013517590000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,I-11-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-04-01,2019-02-01,23950.0000,29829.0000,33821.0000,128698.0000,203.0000,0.0000,,,1675,448.0000,3090,7987.0000,7058.0000,9163.0000,14674.0000,12446,12782,14576.0000,87.0000,23925,18507.0000,17126.0000,21361.0000,128.0000,49621.0000,,,,,,52.0000,23.0000,332323.0000,55.0000,6,6.0000,89,4610,2649,40886,,,,450.00,687.9330,800.00,1453.6290,2238.1000,1000.0000,1834.0000,4,1675.0000,1,1814.0000,3,11.0000,3,,,,32.740000,2014-03-31,1,1,51,,,UTU-74826,2014-02-18,6473.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,11,09S,15E,,,,,P-540,40.0467838,-110.1983082,721.0000,496.0000,7637.0000,128736652,0,100036953
43013523640000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,M-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,8465.0000,31165.0000,32576.0000,123778.0000,195.0000,0.0000,1,8,745,156.0000,3183,6757.0000,2705.0000,7208.0000,14219.0000,9937,3565,10531.0000,63.0000,26007,15218.0000,4928.0000,16039.0000,96.0000,45415.0000,27692.0000,7898.0000,29008.0000,106614.0000,174.0000,46.0000,11.0000,288586.0000,48.0000,176,18.0000,838,3413,727,14861,,,,250.00,162.0980,270.00,6169.1020,4072.9000,9777.8000,633.0000,4,1473.0000,4,1579.0000,4,9.0000,4,,,,32.740000,2014-03-06,1,1,74,,,UTU-66184,2014-01-27,6330.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0285422,-110.1833479,2955.0000,479.0000,14536.0000,128736649,0,100036953
43013511190000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,U-35-8-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-04-01,2017-02-01,7559.0000,2424.0000,3684.0000,21050.0000,22.0000,0.0000,,,220,33.0000,1179,1979.0000,3118.0000,2499.0000,8366.0000,2083,7275,3296.0000,20.0000,12705,2084.0000,7277.0000,3297.0000,20.0000,12806.0000,,,,,,46.0000,23.0000,296226.0000,49.0000,62,49.0000,1638,1,2,101,,,,510.00,829.4120,3120.00,1205.6740,1967.9000,1265.3000,1236.0000,10,1411.0000,2,1531.0000,2,9.0000,2,,,,32.740000,2014-04-18,1,1,17,,,UTU-74826,2014-03-19,6499.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,01,09S,15E,,,,,P-540,40.0648805,-110.1883081,340.0000,282.0000,8244.0000,128736636,0,100036953
43013522390000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,N-13-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,6636.0000,40877.0000,41983.0000,143794.0000,252.0000,0.0000,2,8,1542,514.0000,2017,7694.0000,1850.0000,8002.0000,13030.0000,13316,2257,13692.0000,82.0000,26577,22260.0000,3659.0000,22870.0000,137.0000,52859.0000,37452.0000,5995.0000,38451.0000,120283.0000,231.0000,53.0000,19.0000,335567.0000,56.0000,159,33.0000,1251,3673,552,19697,,,,360.00,192.1320,160.00,5204.7530,2782.1000,4818.2000,569.0000,2,1583.0000,2,1678.0000,2,10.0000,2,,,,32.740000,2014-03-04,1,1,74,,,UTU-64805,2014-01-16,6171.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,16E,,,,,P-540,40.0288138,-110.0703860,2847.0000,547.0000,20165.0000,128736631,0,100036953
43013511200000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,J-2-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-04-01,2020-04-01,30277.0000,21162.0000,26208.0000,68916.0000,157.0000,0.0000,3,3,220,28.0000,1179,7467.0000,6241.0000,8507.0000,9989.0000,10831,11825,12802.0000,77.0000,15891,13949.0000,22310.0000,17667.0000,106.0000,25604.0000,19904.0000,29208.0000,24772.0000,56569.0000,149.0000,60.0000,22.0000,381645.0000,64.0000,101,72.0000,765,1142,907,9230,,,,370.00,863.5580,1430.00,1158.0000,2720.4000,1402.8000,1719.0000,4,2276.0000,3,2556.0000,3,15.0000,3,,,,32.740000,2014-04-22,1,1,73,,,UTU-74826,2014-03-20,6390.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,01,09S,15E,,,,,P-540,40.0648305,-110.1883081,1158.0000,1000.0000,11397.0000,128736627,0,100036953
43013523810000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,W-14-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,16696.0000,17676.0000,20459.0000,15093.0000,123.0000,0.0000,3,6,824,918.0000,897,4071.0000,5568.0000,4999.0000,2194.0000,6936,7378,8166.0000,49.0000,3915,9342.0000,10437.0000,11081.0000,66.0000,6242.0000,15647.0000,15663.0000,18257.0000,13337.0000,110.0000,36.0000,49.0000,265567.0000,44.0000,97,43.0000,82,1889,1305,2227,,,,1350.00,474.8320,940.00,2106.0070,740.9000,2255.8000,1463.0000,2,1084.0000,2,1328.0000,2,8.0000,2,,,,32.740000,2014-03-04,1,1,74,,,UTU-66185,2014-01-21,6278.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,23,09S,15E,,,,,P-540,40.0216643,-110.1976981,1788.0000,849.0000,1476.0000,128736624,0,100036953
43013517560000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,X-12-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-03-01,2016-12-01,3492.0000,5846.0000,6428.0000,57440.0000,39.0000,0.0000,,,339,23.0000,1105,3311.0000,2462.0000,3721.0000,19247.0000,5677,3352,6236.0000,37.0000,50015,5810.0000,3486.0000,6391.0000,38.0000,56168.0000,,,,,,43.0000,22.0000,280333.0000,47.0000,36,6.0000,1231,962,381,17413,,,,510.00,166.6670,600.00,6000.0000,1944.3000,6000.0000,1147.0000,3,1291.0000,2,1402.0000,2,8.0000,2,,,,32.740000,2014-03-20,1,1,16,,,UTU-66184,2014-02-10,6449.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0358621,-110.1888080,36.0000,6.0000,1272.0000,128736433,0,100036953
43013523380000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,D-28-9-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-04-01,2020-04-01,17868.0000,20831.0000,23809.0000,116352.0000,143.0000,0.0000,1,9,410,337.0000,1591,3457.0000,7145.0000,4648.0000,11960.0000,4356,9491,5938.0000,36.0000,19656,5776.0000,14603.0000,8210.0000,49.0000,33361.0000,17314.0000,17648.0000,20255.0000,96985.0000,122.0000,50.0000,73.0000,372677.0000,62.0000,182,12.0000,1025,3692,268,18768,,,,1460.00,63.4480,860.00,15760.9760,683.4000,15166.7000,2265.0000,2,1548.0000,2,1926.0000,2,12.0000,2,,,,32.740000,2014-04-14,1,1,73,,,UTU-74392,2014-03-06,6119.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,21,09S,16E,,,,,P-540,40.0113348,-110.1319770,3231.0000,205.0000,17877.0000,128736432,0,100036953
43013523660000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,L-13-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-03-01,2018-01-01,19423.0000,28157.0000,31394.0000,164802.0000,188.0000,0.0000,,,453,94.0000,1595,5729.0000,2418.0000,6132.0000,25148.0000,12013,4984,12844.0000,77.0000,58666,18610.0000,10080.0000,20290.0000,122.0000,99596.0000,,,,,,43.0000,15.0000,270862.0000,45.0000,242,325.0000,1819,4400,3503,31717,,,,340.00,1134.6420,690.00,881.3360,2943.0000,744.6000,1193.0000,22,1451.0000,10,1532.0000,10,9.0000,10,,,,32.740000,2014-03-17,1,1,43,,,UTU-66184,2014-01-29,6303.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,13,09S,15E,,,,,P-540,40.0289613,-110.1787578,5147.0000,5840.0000,33489.0000,128736430,0,100036953
43013524460000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,102-35-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-03-01,2020-03-01,11497.0000,15128.0000,17044.0000,56798.0000,102.0000,0.0000,2,4,937,285.0000,2236,4041.0000,3555.0000,4634.0000,10777.0000,5711,5455,6620.0000,40.0000,18439,8239.0000,7733.0000,9528.0000,57.0000,30468.0000,13751.0000,10601.0000,15518.0000,50899.0000,93.0000,47.0000,33.0000,313867.0000,52.0000,31,68.0000,465,1677,478,6350,,,,700.00,660.7570,760.00,1513.4150,1424.9000,455.9000,986.0000,2,1405.0000,2,1569.0000,2,9.0000,2,,,,32.740000,2014-03-18,1,1,73,,,UTU-67170,2014-02-07,6588.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,26,08S,16E,,,,,P-540,40.0832897,-110.0849062,1241.0000,820.0000,5433.0000,128736429,0,100036953
43013517790000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,T-32-8-16,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-04-01,2020-07-01,44336.0000,43455.0000,50844.0000,183067.0000,305.0000,0.0000,12,11,1251,110.0000,2515,8086.0000,10388.0000,9817.0000,18002.0000,15039,16017,17708.0000,106.0000,28416,24189.0000,22746.0000,27980.0000,168.0000,54885.0000,39340.0000,39351.0000,45898.0000,146889.0000,275.0000,34.0000,64.0000,268226.0000,45.0000,423,315.0000,3010,3763,5400,34181,,,,1870.00,1110.4190,1020.00,900.5610,533.6000,1342.9000,2689.0000,3,1595.0000,4,2023.0000,4,12.0000,4,,,,32.740000,2014-04-10,1,1,74,,,UTU-49092,2014-03-03,6457.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,33,08S,16E,,,,,P-540,40.0688127,-110.1328071,2889.0000,3208.0000,25060.0000,128736414,0,100036953
43013513590000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,X-20-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-04-01,2020-07-01,19225.0000,72029.0000,75233.0000,62633.0000,451.0000,0.0000,5,30,1130,489.0000,3036,6156.0000,3157.0000,6682.0000,8477.0000,12031,5317,12917.0000,78.0000,13609,22727.0000,9259.0000,24270.0000,146.0000,23601.0000,59643.0000,17214.0000,62512.0000,52418.0000,375.0000,44.0000,39.0000,301516.0000,50.0000,429,86.0000,665,12139,1920,9104,,,,890.00,156.9150,270.00,6372.8940,1126.1000,4988.4000,1205.0000,2,1357.0000,2,1558.0000,2,9.0000,2,,,,32.740000,2014-04-04,1,1,74,,,UTU-76956,2014-02-25,6607.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,29,08S,17E,,,,,P-540,40.0944629,-110.0333052,8323.0000,1306.0000,7268.0000,128736412,0,100036953
43013524240000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,118-32-8-17,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,9485.0000,35756.0000,37337.0000,204942.0000,224.0000,0.0000,3,4,1576,209.0000,1613,10182.0000,2121.0000,10535.0000,19616.0000,15033,2714,15485.0000,93.0000,39180,21601.0000,3426.0000,22172.0000,133.0000,72339.0000,34089.0000,8233.0000,35461.0000,165964.0000,213.0000,75.0000,13.0000,465600.0000,78.0000,0,91.0000,2001,2369,1498,31228,,,,180.00,789.4350,270.00,1266.7290,5624.4000,0.0000,683.0000,3,2261.0000,2,2334.0000,3,14.0000,3,,,,32.740000,2014-03-13,1,1,74,,,ML-22060,2014-02-13,6036.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,32,08S,17E,,,,,P-540,40.0734332,-110.0293252,1363.0000,1076.0000,34255.0000,128736411,0,100036953
43013523670000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,Y-1-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-03-01,2020-04-01,9274.0000,29633.0000,31179.0000,162013.0000,187.0000,0.0000,1,6,123,10.0000,754,5661.0000,2150.0000,6019.0000,20316.0000,9414,3314,9966.0000,60.0000,37059,15690.0000,5253.0000,16566.0000,99.0000,67356.0000,27037.0000,8737.0000,28493.0000,148906.0000,171.0000,35.0000,10.0000,219700.0000,37.0000,73,15.0000,397,2605,787,14894,,,,300.00,207.0380,310.00,4830.0220,3388.3000,4866.7000,575.0000,4,1308.0000,4,1404.0000,4,8.0000,4,,,,32.740000,2014-03-28,1,1,74,,,UTU-74826,2014-02-20,6437.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,11,09S,15E,,,,,P-540,40.0503308,-110.1924581,2188.0000,453.0000,11416.0000,128736406,0,100036953
43013523790000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,B-14-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,SI,D,2014-04-01,2017-04-01,1297.0000,3041.0000,3257.0000,9001.0000,20.0000,0.0000,,,807,410.0000,1385,1703.0000,542.0000,1793.0000,3721.0000,2421,921,2575.0000,15.0000,5697,2979.0000,1297.0000,3195.0000,19.0000,8999.0000,,,,,,11.0000,2.0000,66533.0000,11.0000,62,,2,518,283,2974,,,,220.00,,430.00,,4585.7000,,410.0000,1,807.0000,1,875.0000,1,5.0000,1,,,,32.740000,2014-04-04,1,1,22,,,UTU-74826,2014-03-04,9242.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,11,09S,15E,,,,,P-540,40.0398899,-110.1977082,62.0000,,2.0000,128736405,0,100036953
43013517580000,NEWFIELD EXPLORATION COMPANY,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,GMBU,L-11-9-15,COM,DUCHESNE (UT),UINTA,UINTA,,GREEN RIVER,OIL,ACTIVE,D,2014-04-01,2020-04-01,31512.0000,29815.0000,35067.0000,83331.0000,210.0000,0.0000,10,7,1675,448.0000,3090,7683.0000,7058.0000,8859.0000,12449.0000,11199,12782,13329.0000,80.0000,18015,15868.0000,20500.0000,19285.0000,116.0000,33216.0000,27068.0000,28000.0000,31735.0000,74063.0000,190.0000,52.0000,23.0000,332323.0000,55.0000,138,62.0000,478,2969,2592,17093,,,,450.00,1305.5230,1060.00,765.9770,2238.1000,2225.8000,1834.0000,4,1675.0000,1,1750.0000,1,10.0000,1,,,,32.740000,2014-03-27,1,1,73,,,UTU-74826,2014-02-17,6347.00000,,,MONUMENT BUTTE,UT,,UINTA,USA,11,09S,15E,,,,,P-540,40.0467228,-110.1983082,2553.0000,3333.0000,8468.0000,128736398,0,100036953
